1525;-431602080
1518;-431602080
1486;-431602080
1479;-431602080
1473;-431602080
1465;-431602080
1444;-431602080
1455;-431602080
1456;-431602080
1472;-431602080
1483;-431602080
1494;-431602080
1500;-431602080
1510;-431602080
1522;0
1536;0
1546;0
1558;0
1544;0
1532;0
1524;0
1509;0
1499;0
1493;0
1480;0
1466;0
1456;0
1456;0
1458;0
1471;0
1475;0
1482;0
1487;0
1493;0
1502;0
1509;0
1523;0
1521;0
1507;0
1491;0
1480;0
1470;0
1464;0
1453;0
1444;0
1434;0
1421;0
1419;0
1417;0
1433;0
1439;0
1445;0
1451;0
1456;0
1464;0
1471;0
1480;0
1490;0
1491;0
1481;0
1469;0
1464;0
1456;0
1450;0
1446;0
1440;0
1432;0
1419;0
1418;0
1420;0
1435;0
1447;0
1454;0
1462;0
1471;0
1482;0
1496;0
1511;0
1528;0
1522;0
1511;0
1504;0
1495;0
1490;0
1485;0
1478;0
1472;0
1463;0
1450;0
1455;0
1463;0
1473;0
1484;0
1494;0
1501;0
1511;0
1523;0
1540;0
1550;0
1560;0
1548;0
1533;0
1524;0
1511;0
1501;0
1491;0
1482;0
1472;0
1458;0
1455;0
1450;0
1466;0
1474;0
1475;0
1485;0
1493;0
1497;0
1505;0
1512;0
1525;0
1527;0
1512;0
1498;0
1483;0
1475;0
1467;0
1455;0
1450;0
1440;0
1428;0
1425;0
1429;0
1431;0
1439;0
1444;0
1447;0
1451;0
1460;0
1469;0
1474;0
1484;0
1494;0
1488;0
1479;0
1470;0
1462;0
